submit_date,state,total_cases,new_cases,total_deaths,new_deaths,sum_cases_last_14_days,state_pop,new_cases_percent,cases_last_14_pop_percent
2022-07-24,FL,6743256,7536,77286,1,152373,20901636,0.0003605459400402916,0.0072900035193417395
2022-07-24,GA,2721391,0,38933,0,53834,10403847,0.0,0.005174432111506445
2022-07-24,HI,313805,0,1536,0,8457,1422094,0.0,0.005946864271982021
2022-07-24,IA,813148,0,9759,0,10693,3139508,0.0,0.003405947683522386
2022-07-24,ID,475344,0,5017,0,7574,1717750,0.0,0.004409256294571387
2022-07-24,IL,3528282,0,38812,0,65334,12770631,0.0,0.0051159570736951055
2022-07-24,IN,1813158,0,24061,0,26099,6665703,0.0,0.003915415973378952
2022-07-24,KS,827301,0,8966,0,14972,2910652,0.0,0.005143864673619519
2022-07-24,KY,1447617,0,16339,0,25767,4449052,0.0,0.00579157087847029
2022-07-24,LA,1274031,0,17516,0,28943,4664362,0.0,0.006205135879247794
2022-07-24,MA,1955844,0,21127,0,19397,6850553,0.0,0.002831450249344834
2022-07-24,MD,1169781,0,14919,0,22419,6018848,0.0,0.0037247991642254466
2022-07-24,ME,274514,0,2465,0,2916,1335492,0.0,0.002183464970213225
2022-07-24,MI,2652659,0,37291,0,33126,9965265,0.0,0.0033241464225988973
2022-07-24,MN,1580508,0,13242,0,19021,5563378,0.0,0.003418965959170849
2022-07-24,MO,1551859,0,20900,0,29289,6104910,0.0,0.004797613724035244
2022-07-24,MS,866040,0,12603,0,20835,2984418,0.0,0.00698126066790912
2022-07-24,MT,294340,0,3467,0,4995,1050649,0.0,0.0047542043061003245
2022-07-24,NC,2952301,0,25439,0,35613,10264876,0.0,0.0034694038193934344
2022-07-24,ND,255476,0,2304,0,3600,756717,0.0,0.004757392790171226
2022-07-24,NE,511738,0,4363,0,7629,1914571,0.0,0.003984704667520818
2022-07-24,NH,336445,0,2618,0,2656,1348124,0.0,0.0019701451795235453
2022-07-24,NJ,2572621,3419,34218,1,51885,8878503,0.0003850874409796336,0.005843890574796224
2022-07-24,NM,584404,0,8191,0,13538,2092454,0.0,0.006469915228721874
2022-07-24,NV,798140,0,11205,0,14160,2972382,0.0,0.004763856058878031
2022-07-24,NY,5773036,13953,69423,14,104844,19572319,0.0007128945731979945,0.005356748988201143
2022-07-24,OH,2918366,0,38981,0,51075,11655397,0.0,0.004382090116707307
2022-07-24,OK,1112711,0,14555,0,27797,3932870,0.0,0.007067866469016266
2022-07-24,OR,842352,0,8022,0,19103,4129803,0.0,0.004625644370930042
2022-07-24,PA,3065454,0,46087,0,40419,12791530,0.0,0.003159825290641542
2022-07-24,PR,836447,3072,4725,2,34564,3318447,0.0009257342365269055,0.010415715544048165
2022-07-24,RI,388588,0,3626,0,3216,1057231,0.0,0.0030419085327615253
2022-07-24,SC,1603397,2456,18192,46,31238,5020806,0.0004891644887294988,0.006221710219434888
2022-07-24,SD,248788,0,2947,0,3083,870638,0.0,0.0035410813679164015
2022-07-24,TN,2187980,1494,26947,0,40039,6709356,0.00022267412848565497,0.005967636834295274
2022-07-24,TX,7376439,12328,87556,12,170159,28260856,0.00043622174784797743,0.006021013659317326
2022-07-24,UT,1004426,0,4884,0,14659,3096848,0.0,0.004733522601044675
2022-07-24,VA,1936573,0,20870,0,45600,8454463,0.0,0.005393600989205346
2022-07-24,VT,127639,0,659,0,948,624313,0.0,0.0015184691012360787
2022-07-24,WA,1719776,0,13531,0,30790,7404107,0.0,0.004158502841733649
